BondID,ISIN,Issuer,Sector,CreditRating,Currency,FaceValue,CouponRate,CouponFrequency,BondType,IssueDate,MaturityDate,ValuationDate,YearsToMaturity,OriginalMaturityYears,YieldToMaturity,CleanPrice,AccruedInterest,DirtyPrice,MacaulayDuration,ModifiedDuration,Convexity,DV01_Per100Face,EffectiveDuration,EffectiveConvexity,SpreadOverBenchmark_bps,OAS_bps,ZSpread_bps,KeyRateBucket,Quantity,MarketValue_LocalCcy,MarketValue_INR,PortfolioWeight,IsCallable,CallDate,IsPutable,IsFloatingRate,BenchmarkIndex,PriceChange_Up50bps,PriceChange_Dn50bps,PriceChange_Up100bps,PriceChange_Dn100bps,PriceChange_Up200bps,PriceChange_Dn200bps,Recalc_CleanPrice,Recalc_MacaulayDuration,Recalc_ModifiedDuration,Recalc_Convexity,Recalc_DV01
ZTFI-0112,IN0193802620,SBI,NBFC,AAA,INR,100,0.0899,2,Fixed,2018-10-28,2026-10-26,2024-10-31,1.9849,8,0.0774,101.7387,1.9705,101.7595,1.437,1.3835,2.6251,0.0141,1.3835,2.6251,75,75,73,1-2Y,200000,203477.4,203477.4,0.006347,False,,False,False,IN10YT,0.7071,-0.7004,1.4209,-1.3942,2.8685,-2.7617,101.73872017518386,1.436988891985786,1.383449400198119,10.500474838382413,0.014075037140328237
ZTFI-0113,IN7887287431,SBI,NBFC,AAA,INR,100,0.0766,2,Fixed,2019-02-25,2028-02-23,2024-10-31,3.3128,9,0.0843,97.9958,0.565,99.2873,2.7334,2.6228,8.5303,0.0257,2.6228,8.5303,67,67,68,3-5Y,5000,4899.79,4899.79,0.000153,False,,False,False,IN10YT,1.2956,-1.2747,2.612,-2.5284,5.3077,-4.9733,97.99582725411817,2.7334460600080717,2.622891196092762,34.121013590155705,0.025703239255865373
ZTFI-0114,IN6685161227,ICICI Bank,Infrastructure,AAA,INR,100,0.0765,2,Fixed,2024-04-22,2029-04-21,2024-10-31,4.4709,5,0.08,98.8218,0.6304,99.9358,3.5172,3.3819,13.9893,0.0334,3.3819,13.9893,68,68,63,3-5Y,50000,49410.9,49410.9,0.001541,False,,False,False,IN10YT,1.6883,-1.6537,3.4112,-3.2729,6.9606,-6.4076,98.82176964688367,3.517168522041377,3.38189280965517,55.95727065408632,0.03342046322061954
ZTFI-0115,IN5301742684,Infosys,Infrastructure,AAA,INR,100,0.0838,2,Fixed,2022-07-01,2028-06-29,2024-10-31,3.6605,6,0.0779,101.7775,1.5665,103.0465,3.109,2.9924,11.0531,0.0305,2.9924,11.0531,50,50,58,3-5Y,10000,10177.75,10177.75,0.000317,False,,False,False,IN10YT,1.5369,-1.5087,3.1018,-2.9893,6.3162,-5.8662,101.77749700715476,3.1089828501927905,2.9924277878558065,44.21236442163335,0.030456181022262108
ZTFI-0116,IN7833918785,IRFC,Infrastructure,AAA,INR,100,0.0716,2,Fixed,2024-03-18,2027-03-18,2024-10-31,2.3765,3,0.0821,98.099,0.2682,98.6863,1.8976,1.8228,4.2995,0.0179,1.8228,4.2995,32,32,41,2-3Y,100000,98099.0,98099.0,0.00306,False,,False,False,IN10YT,0.8993,-0.8888,1.8092,-1.7671,3.6607,-3.4919,98.09901135782974,1.897573025378781,1.8227491718733788,17.197912952204593,0.017880989171408134
ZTFI-0117,IN3971870728,HDFC Bank,Infrastructure,AAA,INR,100,0.0783,2,Fixed,2023-10-11,2025-10-10,2024-10-31,0.9418,2,0.0837,99.7408,1.5982,101.2007,0.5,0.4799,0.4606,0.0048,0.4837,0.3946,66,48,72,0-1Y,20000,19948.16,19948.16,0.000622,True,2025-04-20,False,False,IN10YT,0.2399,-0.2388,0.481,-0.4764,0.9665,-0.9481,99.74084561117245,0.5,0.47991553486586364,1.8425513648447038,0.004786718126945935
ZTFI-0118,IN8017046226,IRFC,Banking,AAA,INR,100,0.0775,2,Fixed,2021-03-13,2029-03-11,2024-10-31,4.3587,8,0.0869,96.8802,0.2577,98.547,3.5058,3.3598,13.837,0.0325,3.2317,13.8222,44,17,51,3-5Y,50000,48440.1,48440.1,0.001511,True,2027-01-04,False,False,IN10YT,1.6442,-1.6107,3.322,-3.188,6.7781,-6.2419,96.8802071917479,3.5057903975752995,3.359806792443624,55.34809547236839,0.03254987781761802
ZTFI-0119,IN3004786863,NABARD,Banking,AAA,INR,100,0.075,2,Fixed,2023-05-28,2030-05-26,2024-10-31,5.5661,7,0.0775,98.8975,1.153,100.6529,4.6005,4.4289,24.0074,0.0438,4.6012,21.273,68,45,65,5-7Y,200000,197795.0,197795.0,0.00617,True,2027-08-12,False,False,IN10YT,2.2197,-2.1604,4.4988,-4.2614,9.235,-8.2853,98.89752064236605,4.600536892949634,4.42891638310434,96.0297675539848,0.04380088494213747
ZTFI-0120,IN0790306738,HDFC Bank,Infrastructure,AAA,INR,100,0.0743,2,Fixed,2024-03-12,2026-03-12,2024-10-31,1.3607,2,0.0879,98.7247,1.0701,99.7974,0.982,0.9407,1.3433,0.0093,0.9407,1.3433,72,72,77,1-2Y,10000,9872.47,9872.47,0.000308,False,,False,False,IN10YT,0.466,-0.4627,0.9353,-0.9221,1.8839,-1.8309,98.724678200915,0.9819771529538707,0.9406361923021895,5.3731394925584075,0.009286400538916766
ZTFI-0121,IN2836440892,TCS,NBFC,AAA,INR,100,0.0825,2,Fixed,2020-06-12,2028-06-10,2024-10-31,3.6085,8,0.0756,102.0876,0.7861,103.1693,3.1151,3.0016,11.1073,0.0306,3.0016,11.1073,80,80,88,3-5Y,20000,20417.52,20417.52,0.000637,False,,False,False,IN10YT,1.5463,-1.518,3.121,-3.0076,6.3553,-5.9017,102.08764917439915,3.11511823455098,3.001655650945249,44.4292795746737,0.030643196903605133
ZTFI-0122,IN4628733427,Bajaj Finance,Banking,AAA,INR,100,0.0883,2,Fixed,2020-08-15,2030-08-13,2024-10-31,5.7823,10,0.0804,103.4567,0.5629,104.1858,4.493,4.3194,23.1603,0.0447,4.3194,23.1603,28,28,25,5-7Y,100000,103456.7,103456.7,0.003227,False,,False,False,IN10YT,2.2643,-2.2044,4.5885,-4.3489,9.4166,-8.4582,103.45665873411653,4.493014328470325,4.319375435945323,92.64109899400715,0.04468681504211211
ZTFI-0123,IN1830469901,LIC Housing,NBFC,AAA,INR,100,0.0738,2,Fixed,2022-05-20,2032-05-17,2024-10-31,7.5428,10,0.0777,97.8144,0.0283,99.5435,5.8705,5.651,39.8104,0.0553,5.651,39.8104,39,39,37,7-10Y,20000,19562.88,19562.88,0.00061,False,,False,False,IN10YT,2.8124,-2.7151,5.7222,-5.3328,11.8338,-10.2762,97.81437577365898,5.870501400801167,5.650961544786222,159.24162821216686,0.055274527602421596
ZTFI-0124,IN3936385467,IRFC,NBFC,AAA,INR,100,0.0807,2,Fixed,2022-06-27,2029-06-25,2024-10-31,4.6489,7,0.0797,100.372,1.5366,101.0181,3.8629,3.7149,16.9243,0.0373,3.6046,15.1801,49,24,45,3-5Y,50000,50186.0,50186.0,0.001565,True,2027-02-26,False,False,IN10YT,1.8856,-1.8431,3.8137,-3.6438,7.7972,-7.1177,100.37202082151143,3.8629046562856537,3.7148671984282866,67.69705894894093,0.03728687277897938
ZTFI-0125,IN2048996423,Power Finance Corp,Banking,AAA,INR,100,0.0766,2,Fixed,2020-05-07,2028-05-05,2024-10-31,3.5099,8,0.0782,99.5182,0.6464,100.98,3.1346,3.0166,11.1755,0.03,3.0166,11.1755,61,61,71,3-5Y,100000,99518.2,99518.2,0.003104,False,,False,False,IN10YT,1.5149,-1.4871,3.0577,-2.9465,6.2266,-5.7817,99.51823455267372,3.1346007006748424,3.016649697502495,44.70200799048824,0.03002116521593055
ZTFI-0126,IN7725228728,IRFC,Infrastructure,AAA,INR,100,0.0898,2,Fixed,2023-10-24,2025-10-23,2024-10-31,0.9774,2,0.0859,100.187,0.1089,100.2013,0.5,0.4794,0.4597,0.0048,0.4794,0.4597,80,80,79,0-1Y,5000,5009.35,5009.35,0.000156,False,,False,False,IN10YT,0.2407,-0.2396,0.4826,-0.478,0.9698,-0.9514,100.18696965338702,0.5,0.479409367659044,1.8386667343939558,0.0048030571769206104
ZTFI-0127,IN1203875099,REC Ltd,Banking,AAA,INR,100,0.0883,2,Fixed,2024-03-17,2033-03-15,2024-10-31,8.3696,9,0.0819,103.7027,1.1826,104.3356,5.944,5.7102,41.7331,0.0592,5.7115,39.8417,20,2,28,7-10Y,50000,51851.35,51851.35,0.001617,True,2029-01-05,False,False,IN10YT,3.0149,-2.9067,6.138,-5.7052,12.7088,-10.9777,103.70273867931299,5.944039369211327,5.710206416457397,166.9322289329832,0.05921640438108177
ZTFI-0128,IN1182339845,NHAI,Banking,AAA,INR,100,0.0753,2,Fixed,2023-10-13,2031-10-11,2024-10-31,6.9432,8,0.0875,94.0481,1.3125,94.6128,5.2117,4.9932,30.9369,0.047,4.9932,30.9369,56,56,53,5-7Y,50000,47024.05,47024.05,0.001467,False,,False,False,IN10YT,2.3844,-2.3116,4.8415,-4.5505,9.9739,-8.8101,94.04807471492683,5.211694288351342,4.993240036743801,123.74740371808211,0.046960461204524497
ZTFI-0129,IN0166687002,REC Ltd,Infrastructure,AAA,INR,100,0.0717,2,Fixed,2019-10-28,2027-10-26,2024-10-31,2.9843,8,0.0793,98.3066,1.6476,98.7185,2.3312,2.2423,6.3171,0.022,2.2423,6.3171,26,26,36,2-3Y,500000,491533.0,491533.0,0.015332,False,,False,False,IN10YT,1.1099,-1.0944,2.2354,-2.1733,4.5329,-4.2845,98.30664289426798,2.3311785139828904,2.2422724128147844,25.268326291218663,0.022043027335825163
ZTFI-0130,IN1489025039,Infosys,Banking,AAA,INR,100,0.0729,2,Fixed,2017-11-02,2025-10-31,2024-10-31,0.9993,8,0.0789,99.7114,1.5481,100.9453,0.5,0.481,0.4628,0.0048,0.481,0.4628,35,35,40,0-1Y,100000,99711.4,99711.4,0.00311,False,,False,False,IN10YT,0.2404,-0.2392,0.4819,-0.4773,0.9685,-0.95,99.7113858290442,0.5,0.48102361825965656,1.8510697705888943,0.004796353159317149
ZTFI-0131,IN2185016315,Bajaj Finance,Infrastructure,AAA,INR,100,0.0821,2,Fixed,2017-07-22,2025-07-20,2024-10-31,0.7173,8,0.0792,100.1395,0.9248,100.6078,0.5,0.481,0.4626,0.0048,0.481,0.4626,37,37,44,0-1Y,200000,200279.0,200279.0,0.006247,False,,False,False,IN10YT,0.2414,-0.2403,0.484,-0.4794,0.9726,-0.9541,100.13947672181608,0.5,0.48095421315890724,1.8505356412424288,0.004816250323288576
ZTFI-0132,IN9619431142,Bajaj Finance,Banking,AAA,INR,100,0.0776,2,Fixed,2022-02-12,2026-02-11,2024-10-31,1.2813,4,0.0791,99.8585,0.8628,101.3355,0.9813,0.944,1.3534,0.0094,0.9065,1.1681,25,6,33,1-2Y,5000,4992.93,4992.93,0.000156,True,2025-06-21,False,False,IN10YT,0.473,-0.4696,0.9494,-0.9359,1.9124,-1.8583,99.85845163590491,0.9813116258886495,0.9439773227729782,5.413793659098463,0.009426411383151643
ZTFI-0133,IN8861015819,LIC Housing,Infrastructure,AAA,INR,100,0.082,2,Fixed,2019-02-26,2026-02-24,2024-10-31,1.3169,7,0.0752,100.6435,1.4859,101.7905,0.9804,0.9449,1.3568,0.0095,0.9449,1.3568,44,44,46,1-2Y,50000,50321.75,50321.75,0.00157,False,,False,False,IN10YT,0.4772,-0.4738,0.9578,-0.9442,1.9293,-1.8747,100.64348425195679,0.9803691893324631,0.9448430891793206,5.427158496153443,0.009509230056638916
ZTFI-0134,IN2622444721,Power Finance Corp,Infrastructure,AAA,INR,100,0.0733,2,Fixed,2022-03-25,2028-03-23,2024-10-31,3.3922,6,0.0813,97.9076,0.4519,99.053,2.7439,2.6367,8.5992,0.0258,2.6367,8.5992,43,43,44,3-5Y,5000,4895.38,4895.38,0.000153,False,,False,False,IN10YT,1.3013,-1.2802,2.6236,-2.5394,5.3314,-4.9947,97.90757508996403,2.7438629935968883,2.6366818753633674,34.39676006910664,0.025815112870048607
ZTFI-0135,IN2406596575,LIC Housing,Banking,AAA,INR,100,0.0786,2,Fixed,2023-06-08,2027-06-07,2024-10-31,2.5982,4,0.0828,99.0688,0.3491,99.8513,2.317,2.2249,6.2438,0.022,2.2249,6.2438,32,32,37,2-3Y,200000,198137.6,198137.6,0.00618,False,,False,False,IN10YT,1.1098,-1.0944,2.2351,-2.1733,4.5321,-4.2847,99.06878278024023,2.316960432568957,2.2248515772699795,24.975274097222798,0.022041333762683444
ZTFI-0136,IN7935646519,Infosys,Infrastructure,AAA,INR,100,0.074,2,Fixed,2022-09-19,2032-09-16,2024-10-31,7.8768,10,0.085,93.9904,1.7445,94.3782,5.8285,5.5909,39.157,0.0525,5.5909,39.157,80,80,84,7-10Y,5000,4699.52,4699.52,0.000147,False,,False,False,IN10YT,2.6735,-2.5814,5.4389,-5.0709,11.2459,-9.7737,93.99041254387353,5.8285315827308875,5.5909175853533695,156.62801195687504,0.052549265034616044
ZTFI-0137,IN6724342661,IRFC,Banking,AAA,INR,100,0.079,2,Fixed,2019-09-06,2028-09-03,2024-10-31,3.8412,9,0.0819,99.1327,0.0726,101.0453,3.1234,3.0005,11.0819,0.0297,3.0005,11.0819,64,64,61,3-5Y,500000,495663.5,495663.5,0.015461,False,,False,False,IN10YT,1.501,-1.4735,3.0294,-2.9195,6.1687,-5.7292,99.13274926077143,3.12341962889392,3.0005472202256787,44.32750693619712,0.02974524952277369
ZTFI-0138,IN5290965610,HDFC Bank,Banking,AAA,INR,100,0.072,2,Fixed,2022-04-17,2027-04-16,2024-10-31,2.4559,5,0.0817,98.243,0.8024,98.947,1.8971,1.8226,4.2997,0.0179,1.8226,4.2997,64,64,63,2-3Y,100000,98243.0,98243.0,0.003064,False,,False,False,IN10YT,0.9006,-0.89,1.8117,-1.7695,3.6656,-3.4967,98.2430217794586,1.8971192871221596,1.8226634838085791,17.198937137024323,0.017906396833643014
ZTFI-0139,IN7146112545,SBI,Banking,AAA,INR,100,0.0791,2,Fixed,2022-04-02,2027-04-01,2024-10-31,2.4148,5,0.0795,99.9274,0.8947,100.0602,1.8887,1.8165,4.2829,0.0182,1.8165,4.2829,48,48,44,2-3Y,5000,4996.37,4996.37,0.000156,False,,False,False,IN10YT,0.9129,-0.9022,1.8366,-1.7938,3.716,-3.5448,99.92735930179657,1.8886857843507188,1.8164806774231488,17.131559257583945,0.01815161173176338
ZTFI-0140,IN1051238282,NHAI,Infrastructure,AAA,INR,100,0.0766,2,Fixed,2017-08-18,2025-08-16,2024-10-31,0.7912,8,0.078,99.9326,1.2265,100.7601,0.5,0.4812,0.4632,0.0048,0.4812,0.4632,60,60,55,0-1Y,50000,49966.3,49966.3,0.001559,False,,False,False,IN10YT,0.241,-0.2399,0.4832,-0.4786,0.971,-0.9525,99.93262752646777,0.5,0.48123195380173245,1.8526735468786624,0.004809077359310287
ZTFI-0141,IN3796603341,IRFC,Infrastructure,AAA,INR,100,0.0815,2,Fixed,2022-08-27,2032-08-24,2024-10-31,7.8138,10,0.0792,101.2822,1.7576,102.3574,5.7682,5.5485,38.7699,0.0562,5.5485,38.7699,27,27,32,7-10Y,50000,50641.1,50641.1,0.00158,False,,False,False,IN10YT,2.8589,-2.7607,5.816,-5.4233,12.0246,-10.4539,101.28219822080374,5.76824220126619,5.5485207784399675,155.07971862484868,0.0561966381314205
ZTFI-0142,IN9691557924,Power Finance Corp,NBFC,AAA,INR,100,0.0884,2,Fixed,2022-12-28,2025-12-27,2024-10-31,1.1554,3,0.0791,100.8776,1.5325,102.0065,0.9789,0.9417,1.349,0.0095,0.934,1.1745,39,18,46,1-2Y,10000,10087.76,10087.76,0.000315,True,2025-05-29,False,False,IN10YT,0.4767,-0.4733,0.9568,-0.9432,1.9271,-1.8727,100.87759985738957,0.978925748905807,0.9416822172149555,5.3961313586182715,0.009499464190102967
ZTFI-0143,IN7828274225,Bajaj Finance,Banking,AAA,INR,100,0.0868,2,Fixed,2023-06-21,2025-06-20,2024-10-31,0.6352,2,0.0874,99.9713,0.8332,101.1899,0.5,0.4791,0.459,0.0048,0.4791,0.459,28,28,38,0-1Y,50000,49985.65,49985.65,0.001559,False,,False,False,IN10YT,0.2401,-0.2389,0.4813,-0.4767,0.9671,-0.9487,99.97125610807703,0.5,0.4790648653827728,1.8360251619537138,0.004789271634956262
ZTFI-0144,IN7677219034,Bajaj Finance,Infrastructure,AAA,INR,100,0.0707,2,Fixed,2022-03-09,2027-03-08,2024-10-31,2.3491,5,0.0772,98.8164,1.3538,99.788,1.8992,1.8286,4.3248,0.0181,1.8286,4.3248,56,56,54,2-3Y,50000,49408.2,49408.2,0.001541,False,,False,False,IN10YT,0.9088,-0.8981,1.8283,-1.7856,3.6994,-3.5284,98.81638127741931,1.8992047939552672,1.828620059652674,17.29900921260039,0.01806976170261759
ZTFI-0145,IN4858078361,Power Finance Corp,Banking,AAA,INR,100,0.0847,2,Fixed,2023-02-22,2028-02-21,2024-10-31,3.3073,5,0.088,99.1462,1.7294,100.0759,2.7098,2.5956,8.4001,0.0257,2.5956,8.4001,36,36,34,3-5Y,50000,49573.1,49573.1,0.001546,False,,False,False,IN10YT,1.2971,-1.2763,2.6151,-2.5318,5.3134,-4.9803,99.14619817628447,2.7098492407396186,2.5956410351912056,33.60022544047073,0.025734794046956347
ZTFI-0146,IN3959629233,NHAI,Banking,AAA,INR,100,0.0861,2,Fixed,2021-02-21,2028-02-20,2024-10-31,3.3046,7,0.0828,100.861,0.6299,102.0938,2.7084,2.6007,8.4355,0.0262,2.6007,8.4355,40,40,38,3-5Y,10000,10086.1,10086.1,0.000315,False,,False,False,IN10YT,1.3222,-1.3009,2.6656,-2.5806,5.4163,-5.076,100.86102426797419,2.7084227495666156,2.600751632001743,33.74181093500506,0.026231447347030125
ZTFI-0147,IN0422325367,ICICI Bank,NBFC,AAA,INR,100,0.0728,2,Fixed,2021-03-13,2027-03-12,2024-10-31,2.36,6,0.0799,98.7112,1.3994,99.4444,1.8963,1.8235,4.3047,0.018,1.8235,4.3047,60,60,63,2-3Y,5000,4935.56,4935.56,0.000154,False,,False,False,IN10YT,0.9053,-0.8947,1.8212,-1.7788,3.685,-3.515,98.71123533554066,1.8963221626053421,1.8234743618494564,17.21883348582577,0.01799974068608465
ZTFI-0148,IN7759017518,IRFC,NBFC,AAA,INR,100,0.078,2,Fixed,2018-07-26,2026-07-24,2024-10-31,1.7276,8,0.0814,99.5289,1.0673,99.7836,1.4443,1.3878,2.6329,0.0138,1.3878,2.6329,73,73,83,1-2Y,20000,19905.78,19905.78,0.000621,False,,False,False,IN10YT,0.6939,-0.6874,1.3944,-1.3682,2.8149,-2.7101,99.5288605950039,1.4442579998452145,1.387775535548395,10.53167627457266,0.013812371781475308
ZTFI-0149,IN0017012770,NHAI,NBFC,AAA,INR,100,0.0898,2,Fixed,2022-12-02,2030-11-30,2024-10-31,6.0808,8,0.084,102.6904,0.3569,104.7844,4.7855,4.5926,26.3858,0.0472,4.5926,26.3858,76,76,79,5-7Y,10000,10269.04,10269.04,0.00032,False,,False,False,IN10YT,2.3919,-2.3242,4.8516,-4.5807,9.9742,-8.8904,102.69035873487348,4.785490175982234,4.592600936643219,105.54333639609364,0.04716158377100081
ZTFI-0150,IN5415206436,HDFC Bank,Infrastructure,AAA,INR,100,0.0831,2,Fixed,2024-05-01,2027-05-01,2024-10-31,2.4969,3,0.0812,100.3444,1.4127,100.3637,1.8837,1.8102,4.2606,0.0182,1.8102,4.2606,57,57,62,2-3Y,10000,10034.44,10034.44,0.000313,False,,False,False,IN10YT,0.9136,-0.9029,1.8378,-1.7951,3.7184,-3.5474,100.34435298661343,1.8836991602266766,1.810204843577433,17.04247530142753,0.018164383380201127
ZTFI-0151,IN2713611155,HDFC Bank,NBFC,AAA,INR,100,0.0876,2,Fixed,2023-03-10,2027-03-09,2024-10-31,2.3518,4,0.0856,100.3606,1.4829,100.5104,1.8778,1.8007,4.2248,0.0181,1.8007,4.2248,28,28,23,2-3Y,500000,501803.0,501803.0,0.015652,False,,False,False,IN10YT,0.9089,-0.8983,1.8284,-1.786,3.6992,-3.5296,100.36060692517826,1.87784604340997,1.800772960692338,16.899369355608794,0.01807266672695332
ZTFI-0152,IN2753269731,Power Finance Corp,Infrastructure,AAA,INR,100,0.0879,2,Fixed,2022-01-29,2026-01-28,2024-10-31,1.243,4,0.0827,100.4894,0.6911,100.7967,0.979,0.9401,1.3445,0.0094,0.9401,1.3445,42,42,45,1-2Y,50000,50244.7,50244.7,0.001567,False,,False,False,IN10YT,0.474,-0.4707,0.9515,-0.9379,1.9164,-1.8624,100.48943765446204,0.9790003649868532,0.940126148736595,5.37804324425033,0.009447274801079555
ZTFI-0153,IN3899940438,REC Ltd,Banking,AAA,INR,100,0.0821,2,Fixed,2021-05-06,2026-05-05,2024-10-31,1.5086,5,0.0788,100.4584,1.9595,101.4742,1.4418,1.3871,2.6334,0.0139,1.3871,2.6334,70,70,68,1-2Y,5000,5022.92,5022.92,0.000157,False,,False,False,IN10YT,0.7,-0.6934,1.4067,-1.3802,2.8398,-2.734,100.45841194816826,1.441774542427999,1.3871219380681152,10.533528106679936,0.013934806707678826
ZTFI-0154,IN9180552696,TCS,NBFC,AAA,INR,100,0.0773,2,Fixed,2022-01-18,2026-01-17,2024-10-31,1.2129,4,0.0874,99.0525,0.0267,99.4694,0.9813,0.9402,1.3427,0.0093,0.9799,1.3324,24,12,31,1-2Y,500000,495262.5,495262.5,0.015448,True,2025-06-09,False,False,IN10YT,0.4673,-0.464,0.9379,-0.9246,1.8892,-1.836,99.05254813257008,0.9813070361175737,0.9402194463136665,5.370792477702635,0.009313113196116284
ZTFI-0155,IN8666188924,NABARD,NBFC,AAA,INR,100,0.0717,2,Fixed,2023-04-25,2026-04-24,2024-10-31,1.4784,3,0.0776,99.4426,0.7004,100.5796,0.9826,0.9459,1.3579,0.0094,0.9459,1.3579,29,29,26,1-2Y,500000,497213.0,497213.0,0.015509,False,,False,False,IN10YT,0.472,-0.4686,0.9474,-0.9339,1.9083,-1.8542,99.44264389956184,0.98264779935062,0.9459451283698691,5.431519643534518,0.009406728454901021
ZTFI-0156,IN6303161799,Infosys,Infrastructure,AAA,INR,100,0.0711,2,Fixed,2023-12-23,2027-12-22,2024-10-31,3.1403,4,0.0842,96.5898,1.694,97.5194,2.749,2.6379,8.5973,0.0255,2.6379,8.5973,20,20,23,3-5Y,200000,193179.6,193179.6,0.006026,False,,False,False,IN10YT,1.2844,-1.2636,2.5895,-2.5064,5.262,-4.9298,96.58975055571813,2.748956038693551,2.6379004305666935,34.38904776790758,0.025479414457925835
ZTFI-0157,IN2410564814,ICICI Bank,NBFC,AAA,INR,100,0.0842,2,Fixed,2023-05-06,2026-05-05,2024-10-31,1.5086,3,0.0816,100.3602,0.3513,100.6913,1.4403,1.3838,2.6228,0.0139,1.3838,2.6228,51,51,49,1-2Y,5000,5018.01,5018.01,0.000157,False,,False,False,IN10YT,0.6977,-0.6911,1.4019,-1.3756,2.8302,-2.7249,100.36021476715192,1.4403332728510152,1.3838713228776087,10.491072815891624,0.013888562317409944
ZTFI-0158,IN1380003075,Power Finance Corp,Infrastructure,AAA,INR,100,0.0777,2,Fixed,2023-10-19,2027-10-18,2024-10-31,2.9624,4,0.0875,97.8414,1.387,99.1151,2.3176,2.2205,6.2182,0.0217,2.2205,6.2182,55,55,57,2-3Y,5000,4892.07,4892.07,0.000153,False,,False,False,IN10YT,1.0939,-1.0787,2.203,-2.1421,4.4668,-4.2235,97.84139785462416,2.317593590141462,2.2204489486385266,24.87292510929669,0.021725182899962402
ZTFI-0159,IN6541951802,SBI,Banking,AAA,INR,100,0.0745,2,Fixed,2015-07-05,2025-07-02,2024-10-31,0.668,10,0.0874,99.382,0.5258,100.9555,0.5,0.4791,0.459,0.0048,0.4791,0.459,76,76,81,0-1Y,5000,4969.1,4969.1,0.000155,False,,False,False,IN10YT,0.2386,-0.2375,0.4784,-0.4739,0.9614,-0.9432,99.38200632365621,0.5,0.4790648653827728,1.8360251619537138,0.0047610427480912244
ZTFI-0160,IN7053494937,HDFC Bank,Infrastructure,AAA,INR,100,0.0774,2,Fixed,2016-05-10,2025-05-08,2024-10-31,0.5175,9,0.0851,99.6307,1.5402,99.922,0.5,0.4796,0.46,0.0048,0.4796,0.46,77,77,85,0-1Y,200000,199261.4,199261.4,0.006215,False,,False,False,IN10YT,0.2395,-0.2383,0.4801,-0.4755,0.9648,-0.9465,99.63071315524435,0.5,0.4795933048774639,1.8400779046663043,0.0047782222989422255
ZTFI-0161,IN8505064138,Tata Motors Finance,NBFC,AA+,INR,100,0.0997,2,Fixed,2022-05-15,2027-05-14,2024-10-31,2.5325,5,0.0859,103.0465,2.2365,104.342,2.2774,2.1836,6.0808,0.0225,2.2275,5.5084,95,78,92,2-3Y,10000,10304.65,10304.65,0.000321,True,2026-02-05,False,False,IN10YT,1.1329,-1.1172,2.2815,-2.2188,4.6256,-4.3749,103.04646627290812,2.2774355313513452,2.1836478559387746,24.32321403505879,0.02250171951389031
ZTFI-0162,IN2619906234,L&T Finance,NBFC,AA-,INR,100,0.0852,2,Fixed,2021-07-23,2025-07-22,2024-10-31,0.7228,4,0.0909,99.7274,0.5793,99.8865,0.5,0.4783,0.4575,0.0048,0.4783,0.4575,101,101,102,0-1Y,500000,498637.0,498637.0,0.015554,False,,False,False,IN10YT,0.2391,-0.2379,0.4793,-0.4747,0.9631,-0.9449,99.72739011908747,0.5,0.47826294896934335,1.8298835868548218,0.004769591569137093
ZTFI-0163,IN1212775618,Muthoot Finance,NBFC,AA-,INR,100,0.0872,2,Fixed,2023-06-07,2026-06-06,2024-10-31,1.5962,3,0.092,99.3415,1.8015,100.8607,1.438,1.3748,2.5911,0.0137,1.3116,2.5273,75,56,80,1-2Y,500000,496707.5,496707.5,0.015493,True,2025-08-18,False,False,IN10YT,0.6861,-0.6797,1.3786,-1.3529,2.783,-2.68,99.34149074989107,1.4379842590498506,1.3747459455543505,10.3642839661302,0.013656931163373775
ZTFI-0164,IN3568044206,Muthoot Finance,NBFC,AA+,INR,100,0.0971,2,Fixed,2020-08-06,2026-08-05,2024-10-31,1.7604,6,0.0887,101.156,0.3393,101.185,1.432,1.3712,2.5847,0.0139,1.3712,2.5847,73,73,75,1-2Y,50000,50578.0,50578.0,0.001578,False,,False,False,IN10YT,0.6968,-0.6903,1.4001,-1.374,2.8264,-2.7218,101.15598172041416,1.4320403309547165,1.3712264384111805,10.338993254983984,0.013870775653847
ZTFI-0165,IN6519941013,Muthoot Finance,NBFC,AA+,INR,100,0.098,2,Fixed,2021-02-05,2026-02-04,2024-10-31,1.2621,5,0.0864,101.0889,0.1241,103.353,0.9768,0.9363,1.3356,0.0095,0.93,1.2804,102,78,112,1-2Y,500000,505444.5,505444.5,0.015766,True,2025-06-18,False,False,IN10YT,0.4749,-0.4716,0.9532,-0.9397,1.92,-1.866,101.08893941247321,0.9767675577720475,0.9363185944900763,5.342571742532765,0.009465145366917938
ZTFI-0166,IN6253244720,Tata Motors Finance,NBFC,AA,INR,100,0.0923,2,Fixed,2023-02-08,2029-02-06,2024-10-31,4.2683,6,0.0894,100.9576,0.2024,101.8414,3.4371,3.29,13.4312,0.0332,3.29,13.4312,130,130,138,3-5Y,50000,50478.8,50478.8,0.001575,False,,False,False,IN10YT,1.6777,-1.6438,3.3893,-3.2537,6.9142,-6.3718,100.95757680182832,3.4371233234459853,3.2900577423623867,53.72497052582702,0.03321562572070006
